gene	mid	chrom	start	end
PVR	2704601296	19	45147096	45166852
CEACAM19	2704625634.5	19	45174992	45187633
CTB-171A8.1	2704623023.5	19	45135498	45221905
CEACAM16	2704652525.5	19	45202419	45213988
BCL3	2704701874.5	19	45251802	45263303
CBLC	2704736830.5	19	45281124	45303893
BCAM	2704762837.5	19	45312358	45324673
PVRL2	2704815456	19	45349781	45392487
TOMM40	2704845011	19	45394491	45406887
APOE	2704855152.5	19	45409009	45412652
APOC1	2704864373.5	19	45417502	45422601
APOC1P1	2704876719.5	19	45430208	45434587
APOC4	2704893479.5	19	45445493	45452822
APOC2	2704895963	19	45450458	45452824
CLPTM1	2704921873	19	45458501	45496601
RELB	2704967392	19	45504686	45541454
CLASRP	2705002578	19	45542296	45574216
ZNF296	2705021624	19	45574756	45579848
GEMIN7	2705032973	19	45582518	45594784
PPP1R37	2705067703.5	19	45596218	45650545
NKPD1	2705102530	19	45653006	45663410
TRAPPC6A	2705118162.5	19	45666184	45681497
BLOC1S3	2705127853	19	45682001	45685061
EXOC3L2	2705170996	19	45715877	45737471
AC006126.4	2705189581	19	45741888	45748630
MARK4	2705225055.5	19	45754514	45806953
CKM	2705262275.5	19	45809670	45826237
KLC3	2705293716.5	19	45844009	45854780
ERCC2	2705307807.5	19	45853093	45873878
PPP1R13L	2705340573.5	19	45882894	45909609
CD3EAP	2705356067.5	19	45909465	45914026
ERCC1	2705366080	19	45916690	45926826
FOSB	2705419166.5	19	45971251	45978438
RTN2	2705438755	19	45988545	46000321
PPM1N	2705447859	19	46001729	46005345
VASP	2705464779.5	19	46010672	46030243
OPA3	2705503714.5	19	46030683	46088102
GPR4	2705543566	19	46093020	46105468
EML2	2705575213.5	19	46112894	46148889
GIPR	2705623564	19	46171500	46186984
SNRPD2	2705637473.5	19	46190710	46195593
QPCTL	2705645816	19	46195739	46207249
FBXO46	2705668346.5	19	46213885	46234164
AC074212.3	2705696472.5	19	46236507	46267794
SIX5	2705714585.5	19	46268041	46272486
DMPK	2705722744	19	46272981	46283863
DMWD	2705735485.5	19	46286265	46296062
RSPH6A	2705753094.5	19	46298966	46318579
SYMPK	2705786942.5	19	46318691	46366550
FOXA3	2705816608.5	19	46367516	46377057
MYPOP	2705843892	19	46393276	46405864
NOVA2	2705901220	19	46436990	46476806
CCDC61	2705954621.5	19	46498723	46521876
PGLYRP1	2705968689	19	46522409	46526325
IGFL4	2705987962	19	46543004	46544276
IGFL3	2706069951.5	19	46623326	46627933
IGFL2	2706102114.5	19	46651037	46664548
AC006262.4	2706119849	19	46667148	46683906
AC007193.6	2706096249.5	19	46604378	46699477
AC006262.5	2706143928	19	46692891	46706321
AC006262.6	2706160118.5	19	46713497	46718096
IGFL1	2706178076.5	19	46733007	46734502
HIF3A	2706267818.5	19	46800301	46846692
PPP5C	2706316502	19	46850249	46894111
CCDC8	2706359557	19	46913627	46916843
PNMAL1	2706416609.5	19	46969753	46974822
PPP5D1	2706507518.5	19	47021934	47104459
CALM3	2706553593.5	19	47104491	47114052
PTGIR	2706570372	19	47123723	47128377
DACT3	2706601954	19	47150867	47164397
PRKD2	2706643301	19	47177572	47220386
STRN4	2706680775	19	47222766	47250140
FKRP	2706699844.5	19	47249301	47261744
SLC1A5	2706729317.5	19	47278138	47291853
AP2S1	2706792158.5	19	47341422	47354251
ARHGAP35	2706909455.5	19	47421931	47508336
NPAS1	2706980377	19	47523075	47549035
TMEM160	2706994848.5	19	47549163	47551890
ZC3H4	2707036548.5	19	47567442	47617011
SAE1	2707118106	19	47634118	47713450
BBC3	2707174374	19	47724079	47736025
CCDC9	2707211785	19	47759714	47775212
C5AR1	2707263549	19	47813129	47825325
C5AR2	2707285327	19	47835402	47846608
DHX34	2707313571.5	19	47852536	47885963
MEIS3	2707358786	19	47906381	47922547
SLC8A2	2707397671.5	19	47931272	47975427
KPTN	2707427285	19	47978399	47987527
NAPA	2707449017.5	19	47990892	48018499
ZNF541	2707485852	19	48023945	48059115
GLTSCR1	2707603288	19	48111451	48206481
EHD2	2707675817.5	19	48216598	48246393
GLTSCR2	2707698869	19	48248777	48260317
SEPW1	2707729205.5	19	48281827	48287940
TPRX1	2707750045	19	48304498	48306948
CRX	2707780164	19	48325095	48346589
SULT2A1	2707826010.5	19	48373721	48389656
BSPH1	2707927687	19	48471301	48495429
ELSPBP1	2707957477.5	19	48497906	48528405
CABP5	2707984582	19	48533208	48547312
PLA2G4C	2708026909	19	48551098	48614076
LIG1	2708090603	19	48618700	48673862
C19orf68	2708131735	19	48673947	48700879
CARD8	2708172162.5	19	48711359	48744322
ZNF114	2708226434	19	48773357	48790867
CCDC114	2708255845	19	48799712	48823334
EMP3	2708275518	19	48828580	48833812
TMEM143	2708295875.5	19	48835611	48867496
SYNGR4	2708317958	19	48867650	48879622
KDELR1	2708334640.5	19	48885825	48894812
GRIN2D	2708367482	19	48898130	48948190
GRWD1	2708398976.5	19	48949028	48960281
CYTH2	2708421786	19	48972287	48982641
LMTK3	2708446809	19	48988526	49016448
SULT2B1	2708523329	19	49055330	49102684
FAM83E	2708554765	19	49104065	49116821
RPL18	2708565011	19	49118583	49122795
SPHK2	2708572427	19	49122546	49133664
DBP	2708581313	19	49133285	49140697
CA11	2708589706	19	49141197	49149571
NTN5	2708614786	19	49164662	49176266
FUT2	2708648541.5	19	49199230	49209209
MAMSTR	2708663810.5	19	49215997	49222980
RASIP1	2708678233	19	49223842	49243980
IZUMO1	2708691477.5	19	49244143	49250168
FUT1	2708699279.5	19	49251266	49258649
FGF21	2708704523.5	19	49258814	49261589
BCAT2	2708750622	19	49298321	49314279
HSD17B14	2708772426.5	19	49316272	49339937
PLEKHA4	2708800443.5	19	49340352	49371891
PPP1R15A	2708821803.5	19	49375647	49379316
TULP2	2708837428	19	49384220	49401992
NUCB1	2708859290	19	49403305	49426631
DHDH	2708886904.5	19	49436937	49448228
BAX	2708905942.5	19	49458184	49465057
FTL	2708913668.5	19	49468556	49470137
GYS1	2708928296	19	49471380	49496568
RUVBL2	2708952300.5	19	49496703	49519254
LHB	2708964109.5	19	49519235	49520340
CTB-60B18.6	2708977503	19	49526208	49540154
CGB	2708971180	19	49526124	49527592
CGB2	2708980187	19	49535233	49536497
CGB5	2708992176.5	19	49547139	49548570
CGB8	2708995951	19	49550893	49552365
CGB7	2709004146.5	19	49557530	49562119
KCNA7	2709017758.5	19	49570673	49576200
SNRNP70	2709044530	19	49588678	49611738
LIN7B	2709063989.5	19	49617616	49621719
C19orf73	2709066348	19	49621653	49622399
PPFIA3	2709082784	19	49622644	49654280
HRC	2709100890	19	49654453	49658683
TRPM4	2709132367.5	19	49660996	49715095
SLC6A16	2709255010.5	19	49792893	49828484
CD37	2709285582	19	49838655	49843865
TEAD2	2709298624	19	49843850	49864754
DKKL1	2709316934	19	49866849	49878375
CCDC155	2709350685	19	49891473	49921253
PTH2	2709370506.5	19	49925669	49926700
GFY	2709373862.5	19	49927004	49932077
SLC17A7	2709383055	19	49932656	49944810
PIH1D1	2709396633.5	19	49949554	49955069
ALDH16A1	2709409687.5	19	49956424	49974307
FLT3LG	2709427975	19	49977816	49989490
RPL13A	2709437510	19	49990809	49995567
RPS11	2709445610.5	19	49999629	50002948
FCGRT	2709466885	19	50015534	50029592
RCN3	2709483207	19	50030873	50046897
NOSIP	2709515708.5	19	50058968	50083805
PRRG2	2709533749.5	19	50084581	50094274
PRR12	2709556620	19	50094898	50129698
RRAS	2709585325.5	19	50138547	50143460
SCAF1	2709597962.5	19	50145380	50161901
IRF3	2709610266	19	50162827	50169061
BCL2L12	2709617320	19	50168821	50177175
PRMT1	2709630438.5	19	50180527	50191706
CPT1C	2709650002.5	19	50194371	50216990
TSKS	2709699121.5	19	50243010	50266589
AP2A1	2709734701	19	50270389	50310369
FUZ	2709757662.5	19	50310152	50316529
MED25	2709775213	19	50321544	50340238
PTOV1	2709803525	19	50354414	50363992
PNKP	2709811963.5	19	50364459	50370824
AKT1S1	2709821116	19	50372301	50381287
TBC1D17	2709830663.5	19	50380680	50392003
IL4I1	2709857175.5	19	50392909	50432798
SIGLEC11	2709902657.5	19	50452240	50464431
SIGLEC16	2709920322.5	19	50472928	50479073
VRK3	2709948932	19	50480015	50529205
ZNF473	2709984828	19	50528977	50552035
CTD-2126E3.1	2710006270	19	50553844	50570052
IZUMO2	2710105450.5	19	50655803	50666454
MYH14	2710204674	19	50706900	50813804
KCNC3	2710270021.5	19	50818763	50832636
NAPSB	2710286859.5	19	50837055	50848020
NAPSA	2710309732.5	19	50861732	50869089
NR1H2	2710327304.5	19	50879724	50886241
POLD1	2710348755.5	19	50887594	50921273
SPIB	2710372704.5	19	50922193	50934572
MYBPC2	2710397191	19	50936158	50969580
FAM71E1	2710419346	19	50970043	50980005
EMC10	2710427492.5	19	50979754	50986587
JOSD2	2710456254.5	19	51009253	51014612
ASPDH	2710460323.5	19	51014859	51017144
LRRC4B	2710481546	19	51020147	51054301
SYT3	2710577590	19	51125232	51141304
C19orf81	2710601954	19	51152700	51162564
SHANK1	2710636961.5	19	51165082	51220197
CLEC11A	2710672102	19	51226584	51228976
ACPT	2710740398.5	19	51293670	51298483
C19orf48	2710748368.5	19	51300959	51307134
KLK1	2710769046.5	19	51322407	51327042
KLK15	2710776211	19	51328997	51334781
KLK3	2710805417	19	51358169	51364021
KLK2	2710824486	19	51376503	51383825
KLKP1	2710832956.5	19	51385350	51391919
KLK4	2710856123	19	51409606	51413996
KLK5	2710895773.5	19	51446557	51456346
KLK6	2710911379.5	19	51461885	51472230
KLK7	2710927722	19	51479727	51487073
KLK8	2710946383.5	19	51499261	51504862
KLK9	2710952643.5	19	51503804	51512839
KLK10	2710963960.5	19	51515993	51523284
KLK11	2710972546	19	51525487	51530961
KLK12	2710979601.5	19	51532409	51538150
KLK13	2711008402.5	19	51559792	51568369
KLK14	2711028650	19	51581152	51587504
CTU1	2711050567	19	51600861	51611629
SIGLEC9	2711078358.5	19	51628163	51639910
SIGLEC7	2711095492.5	19	51645556	51656785
CTD-3187F8.14	2711115023	19	51656178	51685224
SIGLEC22P	2711159062	19	51714334	51715146
CD33	2711180134.5	19	51728352	51743273
SIGLECL1	2711211096	19	51760962	51772586
IGLON5	2711268677	19	51815100	51833610
VSIG10L	2711284547	19	51835070	51845380
ETFB	2711298713.5	19	51848421	51860362
CLDND2	2711315626.5	19	51870350	51872259
NKG7	2711319739.5	19	51874864	51875971
LIM2	2711331508	19	51883161	51891211
SIGLEC10	2711361436	19	51913274	51920954
SIGLEC8	2711402301.5	19	51954249	51961710
CEACAM18	2711427546.5	19	51979836	51986613
SIGLEC12	2711444152.5	19	51994616	52005045
SIGLEC6	2711473351	19	52022999	52035059
ZNF175	2711528081.5	19	52074549	52092970
SIGLEC5	2711576783.5	19	52114779	52150144
SIGLEC14	2711592252	19	52145804	52150056
SPACA6P	2711646842	19	52196595	52208445
HAS1	2711666115	19	52216363	52227223
FPR1	2711696107.5	19	52248423	52255148
FPR3	2711758251	19	52298414	52329444
ZNF577	2711819455.5	19	52359061	52391206
ZNF649	2711844692.5	19	52392475	52408266
ZNF613	2711884142	19	52430471	52449169
ZNF350	2711923159.5	19	52467594	52490081
ZNF615	2711947340	19	52494585	52511451
ZNF614	2711968522.5	19	52516576	52531825
ZNF432	2711987545	19	52534630	52551816
CTC-471J1.2	2712008671.5	19	52561741	52566958
ZNF841	2712027690.5	19	52567717	52599020
ZNF616	2712074079	19	52616342	52643172
ZNF836	2712110832.5	19	52658123	52674898
PPP2R1A	2712156311.5	19	52693290	52730689
ZNF766	2712228722	19	52772822	52795978
ZNF480	2712259124.5	19	52800428	52829177
ZNF610	2712299285.5	19	52839559	52870368
ZNF880	2712325448	19	52873202	52889050
CTD-3018O17.3	2712340963	19	52892270	52901012
ZNF528	2712355711	19	52901119	52921659
ZNF534	2712383005	19	52934665	52942701
ZNF578	2712430440	19	52956827	53015409
ZNF808	2712489569.5	19	53030904	53059591
ZNF701	2712526494	19	53073915	53090429
ZNF83	2712599007.5	19	53115628	53193743
ZNF611	2712666508.5	19	53206064	53238309
ZNF600	2712723054	19	53267446	53290018
ZNF28	2712757095.5	19	53300660	53324887
ZNF468	2712795388.5	19	53341259	53360874
ZNF320	2712834445	19	53379431	53400815
ZNF888	2712866908	19	53418447	53426725
ZNF816	2712903695	19	53452630	53466116
ZNF321P	2712893224	19	53431726	53466078
ZNF702P	2712928462.5	19	53471502	53496779
ERVV-1	2712962596.5	19	53517172	53519377
ZNF160	2713032599	19	53569865	53606689
ZNF415	2713067960.5	19	53611134	53636143
ZNF347	2713096457.5	19	53641956	53662315
ZNF665	2713126445.5	19	53667636	53696611
CTD-2245F17.3	2713151638	19	53700362	53714270
ZNF677	2713189173.5	19	53731575	53758128
VN1R2	2713206522	19	53761543	53762857
FAM90A27P	2713230894.5	19	53785541	53787604
ZNF845	2713291884	19	53837000	53858124
ZNF525	2713322589	19	53868944	53887590
ZNF765	2713351153.5	19	53898401	53915262
ZNF761	2713392692.5	19	53935225	53961516
ZNF813	2713433291.5	19	53970987	54006952
ZNF331	2713498222.5	19	54024276	54083525
CTB-167G5.5	2713549138.5	19	54102880	54106753
DPRX	2713582108.5	19	54135308	54140265
MIR512-2	2713616781.5	19	54172409	54172510
MIR515-1	2713626620	19	54182255	54182341
MIR515-2	2713632626	19	54188261	54188347
MIR520A	2713638499	19	54194133	54194221
MIR525	2713645151	19	54200785	54200873
MIR520B	2713648833	19	54204479	54204543
MIR520C	2713655072	19	54210705	54210795
MIR517A	2713659887	19	54215520	54215610
MIR520D	2713667715	19	54223348	54223438
MIR516B2	2713673060	19	54228694	54228782
MIR518A1	2713678624	19	54234258	54234346
MIR518A2	2713686952	19	54242585	54242675
MIR521-1	2713696255	19	54251888	54251978
MIR527	2713701636	19	54257270	54257358
RNU6-1041P	2713707713.5	19	54263339	54263444
MIR371B	2713735459	19	54290849	54291425
NLRP12	2713756549	19	54296855	54327599
MYADM	2713820496.5	19	54372658	54379691
PRKCG	2713842508.5	19	54385465	54410908
CACNG7	2713874214	19	54412587	54447197
CACNG8	2713924203.5	19	54466292	54493471
CACNG6	2713950054.5	19	54495540	54515925
VSTM1	2713999965	19	54544077	54567209
TARM1	2714023239.5	19	54573199	54584636
OSCAR	2714045342.5	19	54597933	54604108
NDUFA3	2714052832	19	54606143	54610877
TFPT	2714059009.5	19	54610318	54619057
PRPF31	2714071310.5	19	54618835	54635142
CNOT3	2714096587	19	54645110	54659420
LENG1	2714105581.5	19	54658897	54663622
TMC4	2714114745	19	54663900	54676946
MBOAT7	2714129709.5	19	54677107	54693668
TSEN34	2714140373.5	19	54694580	54697523
RPS9	2714152384.5	19	54704608	54711517
LILRB3	2714168145.5	19	54720795	54726852
LILRA6	2714188854.5	19	54742423	54746642
LILRB5	2714202065.5	19	54754358	54761129
LILRB2	2714226001.5	19	54778318	54785041
LILRA3	2714246381.5	19	54799852	54804267
AC008984.2	2714278632.5	19	54820180	54848441
LILRA5	2714265703	19	54818351	54824411
LILRA4	2714291760.5	19	54844454	54850423
LAIR1	2714315746	19	54866282	54876566
TTYH1	2714381621.5	19	54926698	54947901
LENG8	2714410963	19	54960063	54973219
LENG9	2714418259.5	19	54972979	54974896
CDC42EP5	2714424632.5	19	54976208	54984413
LAIR2	2714462277	19	55014011	55021899
KIR3DX1	2714494837	19	55043975	55057055
LILRA2	2714536244.5	19	55084816	55099029
LILRA1	2714553148.5	19	55105111	55112542
LILRB1	2714589765.5	19	55141906	55148981
LILRB4	2714622016.5	19	55173577	55181812
LILRP2	2714666649.5	19	55219698	55224957
KIR3DL3	2714686315.5	19	55235982	55248005
KIR2DL3	2714701564	19	55249978	55264506
KIR2DL1	2714732840.5	19	55281261	55295776
CTB-61M7.1	2714717191.5	19	55235999	55309740
KIR2DL4	2714764855.5	19	55315093	55325974
KIR3DL1	2714779400	19	55327921	55342235
KIR3DL2	2687207477.5	19	147647	55378664
FCAR	2714838109	19	55385734	55401840
NCR1	2714865296.5	19	55417506	55424443
NLRP7	2714900569	19	55434881	55477613
NLRP2	2714938887	19	55476618	55512512
GP6	2714981674.5	19	55525071	55549634
RDH13	2715009449.5	19	55555709	55574546
EPS8L1	2715037601.5	19	55587267	55599292
PPP1R12C	2715059926	19	55602279	55628929
TNNT1	2715096764	19	55644160	55660724
TNNI3	2715110441	19	55663136	55669102
DNAAF3	2715118346.5	19	55670029	55678020
SYT5	2715131522	19	55682589	55691811
PTPRH	2715151042	19	55692614	55720826
TMEM86B	2715183696	19	55738114	55740634
PPP6R1	2715200077.5	19	55741146	55770365
HSPBP1	2715226985.5	19	55773597	55791730
BRSK1	2715254039.5	19	55795532	55823903
TMEM150B	2715274741	19	55824167	55836671
SUV420H2	2715299676.5	19	55851219	55859490
AC020922.1	2715298229.5	19	55851252	55856563
COX6B2	2715307899.5	19	55861074	55866081
FAM71E2	2715314774	19	55866274	55874630
IL11	2715323071	19	55875755	55881743
TMEM190	2715333230	19	55888202	55889614
RPL28	2715344557.5	19	55897298	55903173
UBE2S	2715360220.5	19	55912650	55919147
SHISA7	2715391490.5	19	55940105	55954232
ISOC2	2715413006	19	55964354	55973014
ZNF628	2715436098.5	19	55987697	55995856
NAT14	2715441975	19	55996369	55998937
SSC5D	2715459521.5	19	55999932	56030467
SBK2	2715489100	19	56041098	56048458
FIZ1	2715551141.5	19	56102744	56110895
ZNF524	2715558196.5	19	56113243	56114506
ZNF784	2715578359.5	19	56132106	56135969
ZNF580	2715598448.5	19	56153416	56154837
CCDC106	2715606340	19	56159507	56164529
U2AF2	2715620369.5	19	56166429	56185666
EPN1	2715641721	19	56187989	56206809
NLRP9	2715679105	19	56219796	56249770
RFPL4A	2715716782.5	19	56270378	56274543
RFPL4AL1	2715726848	19	56280505	56284547
NLRP11	2715766771	19	56296768	56348130
NLRP4	2715814902	19	56347942	56393218
NLRP13	2715869816	19	56407309	56443679
NLRP8	2715923918.5	19	56459196	56499997
NLRP5	2715986457.5	19	56511090	56573181
ZNF787	2716060012.5	19	56598730	56632651
ZNF444	2716106730.5	19	56652554	56672263
GALP	2716136588.5	19	56687387	56697146
ZSCAN5B	2716149436	19	56700937	56709291
ZSCAN5C	2716161567.5	19	56713668	56720823
ZSCAN5A	2716250538.5	19	56732679	56879754
ZSCAN5D	2716199640	19	56751771	56758865
ZNF582	2716343827	19	56894119	56904891
ZNF583	2716371539	19	56915699	56938735
ZNF667	2716414018.5	19	56950692	56988701
ZNF471	2716474723	19	57019210	57041592
ZFP28	2716503565	19	57050315	57068171
ZNF470	2716530893	19	57078878	57094264
ZNF71	2716566580.5	19	57106666	57137851
SMIM17	2716605145.5	19	57154511	57167136
ZNF835	2716622896	19	57174018	57183130
AC006115.3	2716700856	19	57202052	57311016
ZIM2	2716763335.5	19	57285928	57352099
PEG3	2716781079.5	19	57321449	57352066
USP29	2717081674.5	19	57631409	57643296
ZIM3	2717095339	19	57645462	57656572
DUXA	2717116422	19	57665387	57678813
ZNF264	2717158118	19	57702866	57724726
AURKC	2717188995.5	19	57742429	57746918
ZNF805	2717203487.5	19	57752258	57766073
ZNF460	2717242717	19	57791851	57804939
CTC-444N24.11	2717262123.5	19	57815671	57819932
ZNF543	2717281332.5	19	57831875	57842146
ZNF304	2717311292.5	19	57862673	57871268
TRAPPC2P1	2717320122	19	57874877	57876723
ZNF547	2717327255.5	19	57874932	57890935
ZNF548	2717350720	19	57901263	57911533
ZNF17	2717372181	19	57922545	57933173
ZNF749	2717396097	19	57946695	57956855
ZNF772	2717429268	19	57980952	57988940
ZNF419	2717446875	19	57999088	58006018
ZNF773	2717459741	19	58011307	58019531
ZNF549	2717489824.5	19	58038759	58052246
ZNF550	2717507251.5	19	58058129	58067730
ZNF416	2717530936.5	19	58082932	58090297
ZIK1	2717544649.5	19	58095508	58105147
ZNF530	2717559766	19	58111251	58119637
ZNF134	2717574493.5	19	58125617	58134726
ZNF211	2717593666.5	19	58144582	58154107
ZSCAN4	2717629733.5	19	58180301	58190522
ZNF551	2717642006.5	19	58193345	58202024
ZNF154	2717658957.5	19	58208733	58220538
ZNF671	2717679377.5	19	58231117	58238994
ZNF776	2717708167.5	19	58258162	58269529
ZNF586	2717730813.5	19	58281036	58291947
ZNF552	2717766687.5	19	58318448	58326283
ZNF587B	2717793956.5	19	58341661	58357608
ZNF587	2717813174.5	19	58361223	58376482
CTD-2583A14.10	2717795048.5	19	58331172	58370281
ZNF814	2717836448	19	58383845	58400407
ZNF417	2717867401	19	58418212	58427946
ZNF418	2717884318	19	58433250	58446742
ZNF256	2717899942	19	58452199	58459041
C19orf18	2717922175.5	19	58469803	58485904
ZNF606	2717945891	19	58488419	58514719
ZSCAN1	2718000038.5	19	58545432	58566001
ZNF135	2718020187	19	58570605	58581125
ZSCAN18	2718057143	19	58595847	58629795
ZNF329	2718094242	19	58637693	58662147
ZNF274	2718153983.5	19	58694394	58724929
ZNF544	2718201862	19	58740068	58775012
ZNF8	2718243107.5	19	58790315	58807256
ZSCAN22	2718290363.5	19	58838383	58853700
A1BG	2718305862.5	19	58858214	58864867
ZNF497	2718314243.5	19	58865721	58874122
ZNF837	2718330009	19	58878983	58892391
RPS5	2718346736.5	19	58898654	58906175
AC012313.1	2718352254	19	58907455	58908409
ZNF584	2718369165	19	58919990	58929696
ZNF132	2718392207	19	58944179	58951591
ZNF324B	2718410407.5	19	58962969	58969202
ZNF324	2718426006	19	58978421	58984947
ZNF446	2718434386	19	58987529	58992599
SLC27A5	2718460890	19	59009702	59023434
ZBTB45	2718472565	19	59024895	59031591
TRIM28	2718503281.5	19	59055834	59062085
CHMP2A	2718508791	19	59062931	59066007
UBE2M	2718513025	19	59067077	59070329
MZF1	2718523443	19	59073298	59084944
DEFB125	2718646067.5	20	68349	77176
DEFB126	2718698006	20	123008	126394
DEFB128	2718742713	20	168492	170324
DEFB129	2718782518	20	207897	210529
C20orf96	2718834752	20	251502	271392
RP5-1103G7.4	2718888227.5	20	300975	328870
NRSN2	2718904895	20	327666	335514
TRIB3	2718943037	20	361259	378205
RBCK1	2718973458.5	20	388695	411612
TBC1D20	2719002965.5	20	416122	443199
CSNK2A1	2719066408	20	461739	524467
SRXN1	2719203941.5	20	627257	634016
RP5-850E9.3	2719215162	20	627268	656446
SCRT2	2719222836.5	20	642238	656825
SLC52A3	2719318232.5	20	740722	749133
FAM110A	2719393976	20	814418	826924
ANGPT4	2719448433	20	853294	896962
RSPO4	2719534304.5	20	939093	982906
PSMF1	2719697436.5	20	1099239	1149024
TMEM74B	2719736466	20	1161203	1165119
C20orf202	2719759813	20	1184096	1188920
RAD21L1	2719794259.5	20	1206762	1235147
SNPH	2719841771	20	1246958	1289974
SDCBP2	2719873556	20	1290617	1309885
SDCBP2-AS1	2719906021	20	1306052	1359380
FKBP1A	2719935019	20	1349620	1373808
NSFL1C	2720008490	20	1422805	1447565
SIRPB2	2720036944	20	1455234	1472044
SIRPD	2720100498	20	1514895	1539491
SIRPB1	2720145716	20	1544165	1600657
SIRPG	2720197416.5	20	1609796	1638427
RP4-673D20.3	2720330506.5	20	1754009	1760394
RP5-968J1.1	2720364762	20	1784660	1798254
SIRPA	2720471547.5	20	1875940	1920545
RP4-684O24.5	2720531332.5	20	1927890	1988165
PDYN	2720540359	20	1959403	1974705
STK35	2720679034	20	2082255	2129203
TGM3	2720872490.5	20	2276645	2321726
TGM6	2720960781.5	20	2361552	2413401
SNRPB	2721020194.5	20	2442278	2451501
ZNF343	2721049425.5	20	2462461	2489780
TMC2	2721143146.5	20	2517251	2622432
NOP56	2721209220	20	2632789	2639041
IDH3B	2721215258	20	2639039	2644867
EBF4	2721280443.5	20	2673522	2740755
CPXM1	2721351304	20	2774713	2781285
C20orf141	2721369373	20	2795655	2796481
TMEM239	2721370468	20	2795612	2798714
PCED1A	2721391954	20	2815958	2821340
VPS16	2721407668.5	20	2821347	2847380
PTPRA	2721505380	20	2844828	3019322
GNRH2	2721598635.5	20	3024266	3026395
MRPS26	2721601050.5	20	3026589	3028902
OXT	2721626019.5	20	3052264	3053165
AVP	2721637591	20	3063200	3065372
UBOX5	2721687835.5	20	3088217	3140844
FASTKD5	2721707159	20	3127163	3140545
LZTS3	2721719540	20	3143261	3149209
DDRGK1	2721751468.5	20	3170994	3185333
ITPA	2721770566	20	3190004	3204518
SLC4A11	2721786742.5	20	3208061	3218814
C20orf194	2721882416.5	20	3229949	3388274
ATRN	2722115033	20	3451685	3631771
GFRA4	2722215606	20	3640554	3644048
ADAM33	2722229060	20	3648615	3662895
SIGLEC1	2722251001	20	3667615	3687777
HSPA12B	2722296841	20	3713312	3733760
C20orf27	2722314570	20	3734153	3748377
SPEF1	2722333428	20	3758149	3762097
CENPB	2722339222.5	20	3764496	3767339
CDC25B	2722354927	20	3776480	3786764
AP5S1	2722376881	20	3801201	3805951
MAVS	2722411690	20	3827488	3849282
PANK2	2722460427	20	3869740	3904504
RNF24	2722506857.5	20	3912069	3955036
SMOX	2722722215	20	4129424	4168396
ADRA1D	2722788830	20	4201327	4229723
PRND	2723279136	20	4702554	4709108
PRNT	2723289926	20	4711926	4721316
RASSF2	2723355785	20	4760667	4804293
SLC23A2	2723485275.5	20	4833000	4990941
TMEM230	2723660414.5	20	5080484	5093735
PCNA	2723674740.5	20	5095597	5107274
CDS2	2723716287.5	20	5107430	5178535
PROKR2	2723863152.5	20	5282315	5297380
LINC00654	2724054291	20	5476711	5485261
GPCPD1	2724131683.5	20	5525083	5591674
C20orf196	2724361105.5	20	5731041	5844560
CHGB	2724472346.5	20	5892074	5906009
TRMT6	2724498135.5	20	5918477	5931184
MCM8	2724526880	20	5931296	5975854
CRLS1	2724577022.5	20	5986734	6020701
LRRN4	2724601364.5	20	6021422	6034697
FERMT1	2724653146.5	20	6055490	6104193
CASC20	2725041543	20	6427368	6509108
BMP2	2725327924	20	6748309	6760929
RP4-764O22.1	2725662087	20	7050259	7127305
RP4-764O22.2	2725754286.5	20	7127112	7234851
RP5-988G17.1	2725911501.5	20	7328112	7348281
HAO1	2726465679.5	20	7863626	7921123
TMX4	2726552540.5	20	7957993	8000478
PLCB1	2727062714.5	20	8113270	8865549
PLCB4	2727948473	20	9288445	9461891
LAMP5	2728076394.5	20	9495006	9511173
PAK7	2728242167.5	20	9518034	9819691
RP5-839B4.8	2728550555	20	9966734	9987766
SNAP25-AS1	2728750218.5	20	10004458	10349369
ANKEF1	2728599858.5	20	10015695	10037412
RP11-416N4.1	2728736958	20	10160881	10166425
SNAP25	2728817077	20	10199476	10288068
MKKS	2728971568.5	20	10381655	10414872
SLX4IP	2729083294	20	10415949	10604029
JAG1	2729209818	20	10618330	10654696
RP1-278O22.2	2729313235	20	10733924	10745936
RP4-697P8.3	2729446255.5	20	10855979	10889922
RP11-103J8.1	2729386238	20	10653574	10972292
C20orf187	2729582516	20	11008406	11010016
RP4-734C18.1	2729821800.5	20	11214816	11282175
BTBD3	2730462671.5	20	11871474	11907259
RP5-1069C8.2	2731462813.5	20	12845848	12933169
SPTLC3	2731641831.5	20	12989640	13147413
ISM1	2731815163	20	13202416	13281300
TASP1	2732068118	20	13370037	13619589
ESF1	2732303555.5	20	13694967	13765534
NDUFAF5	2732355636.5	20	13765594	13799069
SEL1L2	2732473960.5	20	13830047	13971264
MACROD2	2733578233.5	20	13976013	16033844
FLRT3	2732884249	20	14303632	14318256
KIF16B	2734976718.5	20	16252747	16554080
RP4-705D16.3	2735276846	20	16695487	16711595
SNRPB2	2735289830	20	16710627	16722423
OTOR	2735304211	20	16729001	16732811
PCSK2	2735909734.5	20	17207634	17465225
BFSP1	2736066587	20	17474548	17512016
DSTN	2736143841	20	17550506	17590566
RRBP1	2736201930.5	20	17594321	17662930
BANF2	2736268716	20	17674315	17716507
SNX5	2736509237	20	17922239	17949625
